Timestamp,BTC_Rate_Correlation
2025-05-01 14:22:02.577,0.16100669713144863
2025-05-01 14:28:02.577,0.3744217560983701
2025-05-01 14:34:02.577,0.6525381105760365
2025-05-01 14:40:02.577,0.7985696845703317
2025-05-01 14:46:02.577,0.822476591716718
2025-05-01 14:52:02.577,0.8570480300847371
2025-05-01 14:58:02.577,0.8461494160627512
2025-05-01 15:04:02.577,0.759749962940011
2025-05-01 15:10:02.577,0.6079190056187058
2025-05-01 15:16:02.577,0.2767851902239279
2025-05-01 15:22:02.577,0.2021220305372084
2025-05-01 15:28:02.577,0.12079981849120645
2025-05-01 15:34:02.577,0.05955365932886584
2025-05-01 15:40:02.577,0.12143177719012001
2025-05-01 15:46:02.577,0.05132734855696149
2025-05-01 15:52:02.577,-0.16182879142480086
2025-05-01 15:58:02.577,-0.28836575848975704
2025-05-01 16:04:02.577,-0.517883213115643
2025-05-01 16:10:02.577,-0.7208906323483222
2025-05-01 16:16:02.577,-0.545987257916457
2025-05-01 16:22:02.577,-0.3726357557365367
2025-05-01 16:28:02.577,-0.29752739907566794
2025-05-01 16:34:02.577,-0.1691921505287774
2025-05-01 16:40:02.577,-0.4257128714533139
2025-05-01 16:46:02.577,-0.5221348632233356
2025-05-01 16:52:02.577,-0.551893404153854
2025-05-01 16:58:02.577,-0.3301929229882222
2025-05-01 17:04:02.577,-0.10822825919076819
2025-05-01 17:10:02.577,0.013394156967231395
2025-05-01 17:16:02.577,0.10876879409082901
2025-05-01 17:22:02.577,0.31072143549914627
2025-05-01 17:28:02.577,0.5608768495652963
2025-05-01 17:34:02.577,0.364011792155285
2025-05-01 17:40:02.577,0.04679806659466576
2025-05-01 17:46:02.577,-0.48344070670980466
2025-05-01 17:52:02.577,-0.7386323562040885
2025-05-01 17:58:02.577,-0.7784707746167443
2025-05-01 18:04:02.577,-0.7630140185712743
2025-05-01 18:10:02.577,-0.8275488845658641
2025-05-01 18:16:02.577,-0.6408490523537828
